,0
Annual return,0.0710131619279526
Cumulative returns,0.03800147589841907
Annual volatility,0.3096034514379522
Sharpe ratio,0.38255680441436873
Calmar ratio,0.44713964597602956
Stability,0.15848758271255756
Max drawdown,-0.15881651865815427
Omega ratio,1.079377023432308
Sortino ratio,0.46318654958768357
Skew,-3.2752016814942593
Kurtosis,22.650829849168034
Tail ratio,0.9996110793517415
Daily value at risk,-0.03853636485558432
