,0
Annual return,0.10089195641028081
Cumulative returns,0.06536516422409977
Annual volatility,0.4065799474485682
Sharpe ratio,0.4576901062831678
Calmar ratio,0.4140070103307926
Stability,0.001234624568959162
Max drawdown,-0.2436962512534942
Omega ratio,1.1023569794182582
Sortino ratio,0.5395272988865373
Skew,-4.629576310478284
Kurtosis,39.83321099832941
Tail ratio,0.985624797039177
Daily value at risk,-0.050485815590536186
