,0
Annual return,0.19176307441198892
Cumulative returns,1.2612241754340476
Annual volatility,0.44512248545719485
Sharpe ratio,0.6337074327934884
Calmar ratio,0.33170251703154885
Stability,0.3104836875049016
Max drawdown,-0.578117634222685
Omega ratio,1.1308692961767872
Sortino ratio,0.8094565034601431
Skew,-3.086397413980081
Kurtosis,35.37862403602901
Tail ratio,1.0018352144851141
Daily value at risk,-0.05496080700894719
