,0
Annual return,0.24785676535676537
Cumulative returns,0.15703531073092947
Annual volatility,0.1868922897467015
Sharpe ratio,1.2783347305730786
Calmar ratio,1.7950058790447574
Stability,0.5028720656405813
Max drawdown,-0.13808131118136868
Omega ratio,1.2350021246367617
Sortino ratio,1.8394634515394317
Skew,-0.2870367200872351
Kurtosis,1.2298182405754616
Tail ratio,0.8942250974017839
Daily value at risk,-0.02259815612159861
