,0
Annual return,0.1360464024502983
Cumulative returns,0.8098212954067252
Annual volatility,0.4839369838041251
Sharpe ratio,0.5498940298738914
Calmar ratio,0.19818116927063367
Stability,0.1350838686883416
Max drawdown,-0.6864749206546212
Omega ratio,1.1221467154249662
Sortino ratio,0.6722294125539108
Skew,-5.62488214902691
Kurtosis,87.18771775975102
Tail ratio,1.0002978364202773
Daily value at risk,-0.05991432085015803
